gcf	description	gene_name	accver	gene_location	locus_tag	organism_name	infraspecific_name	taxid	species_taxid
GCF_002234455.1	Campylobacter jejuni strain RM1246-ERRC chromosome, complete genome	16S ribosomal RNA	NZ_CP022470.1	[383735:385253](+)	CFK74_RS02040	Campylobacter jejuni	strain=RM1246-ERRC	197	197
GCF_002234455.1	Campylobacter jejuni strain RM1246-ERRC chromosome, complete genome	16S ribosomal RNA	NZ_CP022470.1	[717246:718764](+)	CFK74_RS03840	Campylobacter jejuni	strain=RM1246-ERRC	197	197
GCF_002238335.1	Campylobacter avium LMG 24591 chromosome, complete genome	16S ribosomal RNA	NZ_CP022347.1	[1351801:1353316](-)	CAV_RS06875	Campylobacter avium LMG 24591	strain=LMG 24591	522484	522485
GCF_002238335.1	Campylobacter avium LMG 24591 chromosome, complete genome	16S ribosomal RNA	NZ_CP022347.1	[1454810:1456325](-)	CAV_RS07330	Campylobacter avium LMG 24591	strain=LMG 24591	522484	522485
GCF_002238355.1	Campylobacter jejuni strain 81-176_G1_B7 chromosome, complete genome	16S ribosomal RNA	NZ_CP022551.1	[39155:40671](+)	CGZ84_RS00150	Campylobacter jejuni	strain=81-176_G1_B7	197	197
GCF_002238355.1	Campylobacter jejuni strain 81-176_G1_B7 chromosome, complete genome	16S ribosomal RNA	NZ_CP022551.1	[395731:397246](+)	CGZ84_RS02080	Campylobacter jejuni	strain=81-176_G1_B7	197	197
GCF_002238355.1	Campylobacter jejuni strain 81-176_G1_B7 chromosome, complete genome	16S ribosomal RNA	NZ_CP022551.1	[692864:694380](+)	CGZ84_RS03600	Campylobacter jejuni	strain=81-176_G1_B7	197	197
GCF_002238375.1	Campylobacter jejuni strain 11168H/araE chromosome, complete genome	16S ribosomal RNA	NZ_CP022559.1	[39247:40763](+)	CGZ68_RS00150	Campylobacter jejuni	strain=11168H/araE	197	197
GCF_002238375.1	Campylobacter jejuni strain 11168H/araE chromosome, complete genome	16S ribosomal RNA	NZ_CP022559.1	[394098:395614](+)	CGZ68_RS02105	Campylobacter jejuni	strain=11168H/araE	197	197
GCF_002238375.1	Campylobacter jejuni strain 11168H/araE chromosome, complete genome	16S ribosomal RNA	NZ_CP022559.1	[696382:697898](+)	CGZ68_RS03695	Campylobacter jejuni	strain=11168H/araE	197	197
GCF_002309535.1	Sulfurospirillum sp. JPD-1 chromosome, complete genome	16S ribosomal RNA	NZ_CP023275.1	[2009207:2010720](-)	SJPD1_RS10330	Sulfurospirillum sp. JPD-1	strain=JPD-1	220622	220622
GCF_002309535.1	Sulfurospirillum sp. JPD-1 chromosome, complete genome	16S ribosomal RNA	NZ_CP023275.1	[2763163:2764676](-)	SJPD1_RS14185	Sulfurospirillum sp. JPD-1	strain=JPD-1	220622	220622
GCF_002309535.1	Sulfurospirillum sp. JPD-1 chromosome, complete genome	16S ribosomal RNA	NZ_CP023275.1	[2768965:2770478](-)	SJPD1_RS14210	Sulfurospirillum sp. JPD-1	strain=JPD-1	220622	220622
GCF_002356595.1	Helicobacter pylori strain HPJP26 chromosome, complete genome	16S ribosomal RNA	NZ_CP023448.1	[1154797:1156308](-)	COO52_RS05665	Helicobacter pylori	strain=HPJP26	210	210
GCF_002356595.1	Helicobacter pylori strain HPJP26 chromosome, complete genome	16S ribosomal RNA	NZ_CP023448.1	[1408942:1410453](-)	COO52_RS07045	Helicobacter pylori	strain=HPJP26	210	210
GCF_002357315.1	Helicobacter pylori DNA, nearly complete genome, strain: MKM5	16S ribosomal RNA	NZ_AP017360.1	[1164547:1166058](-)	CPY71_RS05660	Helicobacter pylori	strain=MKM5	210	210
GCF_002357315.1	Helicobacter pylori DNA, nearly complete genome, strain: MKM5	16S ribosomal RNA	NZ_AP017360.1	[1425139:1426650](-)	CPY71_RS07060	Helicobacter pylori	strain=MKM5	210	210
GCF_002357335.1	Helicobacter pylori DNA, nearly complete genome, strain: F28	16S ribosomal RNA	NZ_AP017339.1	[1172770:1174280](-)	CPY86_RS05655	Helicobacter pylori	strain=F28	210	210
GCF_002357335.1	Helicobacter pylori DNA, nearly complete genome, strain: F28	16S ribosomal RNA	NZ_AP017339.1	[1434470:1435980](-)	CPY86_RS07065	Helicobacter pylori	strain=F28	210	210
GCF_002357355.1	Helicobacter pylori DNA, nearly complete genome, strain: F38	16S ribosomal RNA	NZ_AP017341.1	[1181759:1183269](-)	CPY77_RS05740	Helicobacter pylori	strain=F38	210	210
GCF_002357355.1	Helicobacter pylori DNA, nearly complete genome, strain: F38	16S ribosomal RNA	NZ_AP017341.1	[1445579:1447089](-)	CPY77_RS07150	Helicobacter pylori	strain=F38	210	210
GCF_002357375.1	Helicobacter pylori DNA, nearly complete genome, strain: F63	16S ribosomal RNA	NZ_AP017346.1	[1151666:1153177](-)	CPY92_RS05565	Helicobacter pylori	strain=F63	210	210
GCF_002357375.1	Helicobacter pylori DNA, nearly complete genome, strain: F63	16S ribosomal RNA	NZ_AP017346.1	[1408282:1409793](-)	CPY92_RS06965	Helicobacter pylori	strain=F63	210	210
GCF_002357395.1	Helicobacter pylori DNA, nearly complete genome, strain: F51	16S ribosomal RNA	NZ_AP017343.1	[1136834:1138345](-)	CPY90_RS05515	Helicobacter pylori	strain=F51	210	210
GCF_002357395.1	Helicobacter pylori DNA, nearly complete genome, strain: F51	16S ribosomal RNA	NZ_AP017343.1	[1393624:1395135](-)	CPY90_RS06890	Helicobacter pylori	strain=F51	210	210
GCF_002357415.1	Helicobacter pylori DNA, nearly complete genome, strain: F78	16S ribosomal RNA	NZ_AP017352.1	[1178812:1180323](-)	CPY88_RS05735	Helicobacter pylori	strain=F78	210	210
GCF_002357415.1	Helicobacter pylori DNA, nearly complete genome, strain: F78	16S ribosomal RNA	NZ_AP017352.1	[1462910:1464421](-)	CPY88_RS07220	Helicobacter pylori	strain=F78	210	210
GCF_002357435.1	Helicobacter pylori DNA, nearly complete genome, strain: F13	16S ribosomal RNA	NZ_AP017329.1	[1158114:1159625](-)	CPY82_RS05660	Helicobacter pylori	strain=F13	210	210
GCF_002357435.1	Helicobacter pylori DNA, nearly complete genome, strain: F13	16S ribosomal RNA	NZ_AP017329.1	[1413626:1415137](-)	CPY82_RS07015	Helicobacter pylori	strain=F13	210	210
GCF_002357455.1	Helicobacter pylori DNA, nearly complete genome, strain: F17	16S ribosomal RNA	NZ_AP017330.1	[170431:171942](+)	CPY80_RS00835	Helicobacter pylori	strain=F17	210	210
GCF_002357455.1	Helicobacter pylori DNA, nearly complete genome, strain: F17	16S ribosomal RNA	NZ_AP017330.1	[1395580:1397091](-)	CPY80_RS06980	Helicobacter pylori	strain=F17	210	210
GCF_002357475.1	Helicobacter pylori DNA, nearly complete genome, strain: F18	16S ribosomal RNA	NZ_AP017331.1	[1170633:1172144](-)	CPY79_RS05645	Helicobacter pylori	strain=F18	210	210
GCF_002357475.1	Helicobacter pylori DNA, nearly complete genome, strain: F18	16S ribosomal RNA	NZ_AP017331.1	[1426910:1428421](-)	CPY79_RS07025	Helicobacter pylori	strain=F18	210	210
GCF_002357495.1	Helicobacter pylori DNA, nearly complete genome, strain: F209	16S ribosomal RNA	NZ_AP017332.1	[1152264:1153775](-)	CPY70_RS05600	Helicobacter pylori	strain=F209	210	210
GCF_002357495.1	Helicobacter pylori DNA, nearly complete genome, strain: F209	16S ribosomal RNA	NZ_AP017332.1	[1402820:1404331](-)	CPY70_RS06960	Helicobacter pylori	strain=F209	210	210
GCF_002357515.1	Helicobacter pylori DNA, nearly complete genome, strain: F20	16S ribosomal RNA	NZ_AP017333.1	[177355:178865](+)	CPY93_RS00875	Helicobacter pylori	strain=F20	210	210
GCF_002357515.1	Helicobacter pylori DNA, nearly complete genome, strain: F20	16S ribosomal RNA	NZ_AP017333.1	[1401389:1402899](-)	CPY93_RS07000	Helicobacter pylori	strain=F20	210	210
GCF_002357535.1	Helicobacter pylori DNA, nearly complete genome, strain: F210	16S ribosomal RNA	NZ_AP017334.1	[1199895:1201405](-)	CPY95_RS05860	Helicobacter pylori	strain=F210	210	210
GCF_002357535.1	Helicobacter pylori DNA, nearly complete genome, strain: F210	16S ribosomal RNA	NZ_AP017334.1	[1455227:1456737](-)	CPY95_RS07240	Helicobacter pylori	strain=F210	210	210
GCF_002357555.1	Helicobacter pylori DNA, nearly complete genome, strain: F211	16S ribosomal RNA	NZ_AP017335.1	[1156209:1157720](-)	CPY85_RS05680	Helicobacter pylori	strain=F211	210	210
GCF_002357555.1	Helicobacter pylori DNA, nearly complete genome, strain: F211	16S ribosomal RNA	NZ_AP017335.1	[1409089:1410600](-)	CPY85_RS07030	Helicobacter pylori	strain=F211	210	210
GCF_002357575.1	Helicobacter pylori DNA, nearly complete genome, strain: F21	16S ribosomal RNA	NZ_AP017336.1	[169944:171454](+)	CPY81_RS00830	Helicobacter pylori	strain=F21	210	210
GCF_002357575.1	Helicobacter pylori DNA, nearly complete genome, strain: F21	16S ribosomal RNA	NZ_AP017336.1	[1388352:1389862](-)	CPY81_RS06905	Helicobacter pylori	strain=F21	210	210
GCF_002357595.1	Helicobacter pylori DNA, nearly complete genome, strain: F23	16S ribosomal RNA	NZ_AP017337.1	[162177:163688](+)	CPY67_RS00845	Helicobacter pylori	strain=F23	210	210
GCF_002357595.1	Helicobacter pylori DNA, nearly complete genome, strain: F23	16S ribosomal RNA	NZ_AP017337.1	[1382929:1384440](-)	CPY67_RS06945	Helicobacter pylori	strain=F23	210	210
GCF_002357615.1	Helicobacter pylori DNA, nearly complete genome, strain: F24	16S ribosomal RNA	NZ_AP017338.1	[1140590:1142101](-)	CPY74_RS05675	Helicobacter pylori	strain=F24	210	210
GCF_002357615.1	Helicobacter pylori DNA, nearly complete genome, strain: F24	16S ribosomal RNA	NZ_AP017338.1	[1393248:1394759](-)	CPY74_RS07025	Helicobacter pylori	strain=F24	210	210
GCF_002357635.1	Helicobacter pylori DNA, nearly complete genome, strain: F55	16S ribosomal RNA	NZ_AP017345.1	[1190731:1192242](-)	CPY68_RS05860	Helicobacter pylori	strain=F55	210	210
GCF_002357635.1	Helicobacter pylori DNA, nearly complete genome, strain: F55	16S ribosomal RNA	NZ_AP017345.1	[1444274:1445785](-)	CPY68_RS07225	Helicobacter pylori	strain=F55	210	210
GCF_002357655.1	Helicobacter pylori DNA, nearly complete genome, strain: F67	16S ribosomal RNA	NZ_AP017348.1	[1157736:1159247](-)	CPY87_RS05675	Helicobacter pylori	strain=F67	210	210
GCF_002357655.1	Helicobacter pylori DNA, nearly complete genome, strain: F67	16S ribosomal RNA	NZ_AP017348.1	[1411068:1412579](-)	CPY87_RS07025	Helicobacter pylori	strain=F67	210	210
GCF_002357675.1	Helicobacter pylori DNA, nearly complete genome, strain: F70	16S ribosomal RNA	NZ_AP017349.1	[1150472:1151983](-)	CPY76_RS05660	Helicobacter pylori	strain=F70	210	210
GCF_002357675.1	Helicobacter pylori DNA, nearly complete genome, strain: F70	16S ribosomal RNA	NZ_AP017349.1	[1450769:1452280](-)	CPY76_RS07255	Helicobacter pylori	strain=F70	210	210
GCF_002357695.1	Helicobacter pylori DNA, nearly complete genome, strain: F72	16S ribosomal RNA	NZ_AP017350.1	[1152810:1154321](-)	CPY84_RS05665	Helicobacter pylori	strain=F72	210	210
GCF_002357695.1	Helicobacter pylori DNA, nearly complete genome, strain: F72	16S ribosomal RNA	NZ_AP017350.1	[1402688:1404199](-)	CPY84_RS07020	Helicobacter pylori	strain=F72	210	210
GCF_002357715.1	Helicobacter pylori DNA, nearly complete genome, strain: F75	16S ribosomal RNA	NZ_AP017351.1	[1150422:1151933](-)	CPY83_RS05615	Helicobacter pylori	strain=F75	210	210
GCF_002357715.1	Helicobacter pylori DNA, nearly complete genome, strain: F75	16S ribosomal RNA	NZ_AP017351.1	[1405306:1406817](-)	CPY83_RS06975	Helicobacter pylori	strain=F75	210	210
GCF_002357735.1	Helicobacter pylori DNA, nearly complete genome, strain: F90	16S ribosomal RNA	NZ_AP017354.1	[1156118:1157629](-)	CPY91_RS05715	Helicobacter pylori	strain=F90	210	210
GCF_002357735.1	Helicobacter pylori DNA, nearly complete genome, strain: F90	16S ribosomal RNA	NZ_AP017354.1	[1411704:1413215](-)	CPY91_RS07070	Helicobacter pylori	strain=F90	210	210
GCF_002357755.1	Helicobacter pylori DNA, nearly complete genome, strain: F94	16S ribosomal RNA	NZ_AP017355.1	[161077:162588](+)	CPY69_RS00830	Helicobacter pylori	strain=F94	210	210
GCF_002357755.1	Helicobacter pylori DNA, nearly complete genome, strain: F94	16S ribosomal RNA	NZ_AP017355.1	[1390326:1391837](-)	CPY69_RS06995	Helicobacter pylori	strain=F94	210	210
GCF_002357775.1	Helicobacter pylori DNA, nearly complete genome, strain: MKF10	16S ribosomal RNA	NZ_AP017356.1	[1178561:1180072](-)	CPY72_RS05765	Helicobacter pylori	strain=MKF10	210	210
GCF_002357775.1	Helicobacter pylori DNA, nearly complete genome, strain: MKF10	16S ribosomal RNA	NZ_AP017356.1	[1435639:1437150](-)	CPY72_RS07155	Helicobacter pylori	strain=MKF10	210	210
GCF_002357795.1	Helicobacter pylori DNA, nearly complete genome, strain: MKF3	16S ribosomal RNA	NZ_AP017357.1	[1168038:1169549](-)	CPY78_RS05765	Helicobacter pylori	strain=MKF3	210	210
GCF_002357795.1	Helicobacter pylori DNA, nearly complete genome, strain: MKF3	16S ribosomal RNA	NZ_AP017357.1	[1425959:1427470](-)	CPY78_RS07150	Helicobacter pylori	strain=MKF3	210	210
GCF_002357815.1	Helicobacter pylori DNA, nearly complete genome, strain: MKF8	16S ribosomal RNA	NZ_AP017358.1	[1159415:1160923](-)	CPY94_RS05660	Helicobacter pylori	strain=MKF8	210	210
GCF_002357815.1	Helicobacter pylori DNA, nearly complete genome, strain: MKF8	16S ribosomal RNA	NZ_AP017358.1	[1412446:1413954](-)	CPY94_RS07045	Helicobacter pylori	strain=MKF8	210	210
GCF_002357835.1	Helicobacter pylori DNA, nearly complete genome, strain: MKM1	16S ribosomal RNA	NZ_AP017359.1	[1138170:1139681](-)	CPY73_RS05585	Helicobacter pylori	strain=MKM1	210	210
GCF_002357835.1	Helicobacter pylori DNA, nearly complete genome, strain: MKM1	16S ribosomal RNA	NZ_AP017359.1	[1392853:1394364](-)	CPY73_RS06980	Helicobacter pylori	strain=MKM1	210	210
GCF_002357855.1	Helicobacter pylori DNA, nearly complete genome, strain: MKM6	16S ribosomal RNA	NZ_AP017362.1	[1142693:1144204](-)	CPY75_RS05570	Helicobacter pylori	strain=MKM6	210	210
GCF_002357855.1	Helicobacter pylori DNA, nearly complete genome, strain: MKM6	16S ribosomal RNA	NZ_AP017362.1	[1396081:1397592](-)	CPY75_RS06935	Helicobacter pylori	strain=MKM6	210	210
GCF_002407125.1	Campylobacter jejuni strain CFSAN032806 chromosome, complete genome	16S ribosomal RNA	NZ_CP023543.1	[312800:314318](+)	CPG33_RS01690	Campylobacter jejuni	strain=CFSAN032806	197	197
GCF_002407125.1	Campylobacter jejuni strain CFSAN032806 chromosome, complete genome	16S ribosomal RNA	NZ_CP023543.1	[1339715:1341233](+)	CPG33_RS06975	Campylobacter jejuni	strain=CFSAN032806	197	197
GCF_002407125.1	Campylobacter jejuni strain CFSAN032806 chromosome, complete genome	16S ribosomal RNA	NZ_CP023543.1	[1701558:1703076](+)	CPG33_RS08930	Campylobacter jejuni	strain=CFSAN032806	197	197
GCF_002407145.1	Campylobacter coli strain CFSAN032805 chromosome, complete genome	16S ribosomal RNA	NZ_CP023545.1	[36591:38109](+)	CPG34_RS00145	Campylobacter coli	strain=CFSAN032805	195	195
GCF_002407145.1	Campylobacter coli strain CFSAN032805 chromosome, complete genome	16S ribosomal RNA	NZ_CP023545.1	[1036394:1037912](-)	CPG34_RS05205	Campylobacter coli	strain=CFSAN032805	195	195
GCF_002407145.1	Campylobacter coli strain CFSAN032805 chromosome, complete genome	16S ribosomal RNA	NZ_CP023545.1	[1308756:1310274](-)	CPG34_RS06580	Campylobacter coli	strain=CFSAN032805	195	195
GCF_002587105.1	Campylobacter jejuni strain FDAARGOS_422 chromosome, complete genome	16S ribosomal RNA	NZ_CP023867.1	[232472:233990](-)	CRM98_RS01325	Campylobacter jejuni	strain=FDAARGOS_422	197	197
GCF_002587105.1	Campylobacter jejuni strain FDAARGOS_422 chromosome, complete genome	16S ribosomal RNA	NZ_CP023867.1	[594591:596109](-)	CRM98_RS03305	Campylobacter jejuni	strain=FDAARGOS_422	197	197
GCF_002587105.1	Campylobacter jejuni strain FDAARGOS_422 chromosome, complete genome	16S ribosomal RNA	NZ_CP023867.1	[1581628:1583146](-)	CRM98_RS08335	Campylobacter jejuni	strain=FDAARGOS_422	197	197
GCF_002587225.1	Campylobacter jejuni strain FDAARGOS_421 chromosome, complete genome	16S ribosomal RNA	NZ_CP023866.1	[379293:380811](+)	CRM97_RS01985	Campylobacter jejuni	strain=FDAARGOS_421	197	197
GCF_002587225.1	Campylobacter jejuni strain FDAARGOS_421 chromosome, complete genome	16S ribosomal RNA	NZ_CP023866.1	[774098:775616](+)	CRM97_RS04200	Campylobacter jejuni	strain=FDAARGOS_421	197	197
GCF_002587225.1	Campylobacter jejuni strain FDAARGOS_421 chromosome, complete genome	16S ribosomal RNA	NZ_CP023866.1	[1117054:1118572](+)	CRM97_RS06020	Campylobacter jejuni	strain=FDAARGOS_421	197	197
GCF_002843985.1	Campylobacter coli strain YH503 chromosome, complete genome	16S ribosomal RNA	NZ_CP025281.1	[36882:38398](+)	CXQ83_RS00150	Campylobacter coli	strain=YH503	195	195
GCF_002843985.1	Campylobacter coli strain YH503 chromosome, complete genome	16S ribosomal RNA	NZ_CP025281.1	[382609:384125](+)	CXQ83_RS02005	Campylobacter coli	strain=YH503	195	195
GCF_002843985.1	Campylobacter coli strain YH503 chromosome, complete genome	16S ribosomal RNA	NZ_CP025281.1	[647920:649436](+)	CXQ83_RS03340	Campylobacter coli	strain=YH503	195	195
GCF_002906495.1	Helicobacter pylori strain dRdM1 chromosome, complete genome	16S ribosomal RNA	NZ_CP026325.1	[1211465:1212974](-)	C2841_RS05905	Helicobacter pylori	strain=dRdM1	210	210
GCF_002906495.1	Helicobacter pylori strain dRdM1 chromosome, complete genome	16S ribosomal RNA	NZ_CP026325.1	[1516403:1517912](-)	C2841_RS07485	Helicobacter pylori	strain=dRdM1	210	210
GCF_002906515.1	Helicobacter pylori strain 26695-dRdM1dM2 chromosome, complete genome	16S ribosomal RNA	NZ_CP026323.1	[1207572:1209081](-)	C2843_RS05885	Helicobacter pylori	strain=26695-dRdM1dM2	210	210
GCF_002906515.1	Helicobacter pylori strain 26695-dRdM1dM2 chromosome, complete genome	16S ribosomal RNA	NZ_CP026323.1	[1512505:1514014](-)	C2843_RS07465	Helicobacter pylori	strain=26695-dRdM1dM2	210	210
GCF_002906535.1	Helicobacter pylori strain 26695-dR chromosome, complete genome	16S ribosomal RNA	NZ_CP026326.1	[1207626:1209135](-)	C2840_RS05900	Helicobacter pylori	strain=26695-dR	210	210
GCF_002906535.1	Helicobacter pylori strain 26695-dR chromosome, complete genome	16S ribosomal RNA	NZ_CP026326.1	[1512094:1513603](-)	C2840_RS07475	Helicobacter pylori	strain=26695-dR	210	210
GCF_002906555.1	Helicobacter pylori strain 26695-dRdM2 chromosome, complete genome	16S ribosomal RNA	NZ_CP026324.1	[1207620:1209129](-)	C2842_RS05895	Helicobacter pylori	strain=26695-dRdM2	210	210
GCF_002906555.1	Helicobacter pylori strain 26695-dRdM2 chromosome, complete genome	16S ribosomal RNA	NZ_CP026324.1	[1512358:1513867](-)	C2842_RS07470	Helicobacter pylori	strain=26695-dRdM2	210	210
GCF_002951975.1	Helicobacter pylori strain B128_1 chromosome, complete genome	16S ribosomal RNA	NZ_CP019700.1	[97495:99004](+)	BXP01_RS00460	Helicobacter pylori	strain=B128_1	210	210
GCF_002951975.1	Helicobacter pylori strain B128_1 chromosome, complete genome	16S ribosomal RNA	NZ_CP019700.1	[323580:325089](+)	BXP01_RS01675	Helicobacter pylori	strain=B128_1	210	210
GCF_002952175.1	Helicobacter pylori strain B128_2 chromosome	16S ribosomal RNA	NZ_CP027020.1	[97495:99004](+)	BXP12_RS00455	Helicobacter pylori	strain=B128_2	210	210
GCF_002952175.1	Helicobacter pylori strain B128_2 chromosome	16S ribosomal RNA	NZ_CP027020.1	[323579:325088](+)	BXP12_RS01670	Helicobacter pylori	strain=B128_2	210	210
GCF_002952195.1	Helicobacter pylori strain B128_3 chromosome	16S ribosomal RNA	NZ_CP027021.1	[97495:99004](+)	BXP17_RS00455	Helicobacter pylori	strain=B128_3	210	210
GCF_002952195.1	Helicobacter pylori strain B128_3 chromosome	16S ribosomal RNA	NZ_CP027021.1	[323556:325065](+)	BXP17_RS01675	Helicobacter pylori	strain=B128_3	210	210
GCF_002952235.1	Helicobacter pylori strain 7.13_3 genome	16S ribosomal RNA	NZ_CP023265.1	[97499:99008](+)	BXP20_RS00455	Helicobacter pylori	strain=7.13_3	210	210
GCF_002952235.1	Helicobacter pylori strain 7.13_3 genome	16S ribosomal RNA	NZ_CP023265.1	[323620:325129](+)	BXP20_RS01670	Helicobacter pylori	strain=7.13_3	210	210
GCF_002952255.1	Helicobacter pylori strain 7.13_2 genome	16S ribosomal RNA	NZ_CP023266.1	[97499:99008](+)	BXP19_RS00455	Helicobacter pylori	strain=7.13_2	210	210
GCF_002952255.1	Helicobacter pylori strain 7.13_2 genome	16S ribosomal RNA	NZ_CP023266.1	[323601:325110](+)	BXP19_RS01670	Helicobacter pylori	strain=7.13_2	210	210
GCF_002952275.1	Helicobacter pylori strain 7.13_1 genome	16S ribosomal RNA	NZ_CP023267.1	[97497:99006](+)	BXP18_RS00455	Helicobacter pylori	strain=7.13_1	210	210
GCF_002952275.1	Helicobacter pylori strain 7.13_1 genome	16S ribosomal RNA	NZ_CP023267.1	[323584:325093](+)	BXP18_RS01670	Helicobacter pylori	strain=7.13_1	210	210
GCF_002952355.1	Helicobacter pylori strain 7.13_D1b chromosome, complete genome	16S ribosomal RNA	NZ_CP024016.1	[97499:99008](+)	BXP09_RS00460	Helicobacter pylori	strain=7.13_D1b	210	210
GCF_002952355.1	Helicobacter pylori strain 7.13_D1b chromosome, complete genome	16S ribosomal RNA	NZ_CP024016.1	[323604:325113](+)	BXP09_RS01675	Helicobacter pylori	strain=7.13_D1b	210	210
GCF_002952395.1	Helicobacter pylori strain 7.13_D2a chromosome	16S ribosomal RNA	NZ_CP024018.1	[97500:99009](+)	BXP11_RS00460	Helicobacter pylori	strain=7.13_D2a	210	210
GCF_002952395.1	Helicobacter pylori strain 7.13_D2a chromosome	16S ribosomal RNA	NZ_CP024018.1	[323581:325090](+)	BXP11_RS01675	Helicobacter pylori	strain=7.13_D2a	210	210
